"Texte_Descriptif";"APE_Propose";"APE_DV2";"APE_DV3";"Selection";"Nature_Activites";"CodeRetour_DV2"
"MANDATAIRE EN IMMOBILIER INSCRIT AU RSAC";;"6831Y";"6831Y";;;"SUCCES_ECHO"
"MANDATAIRE EN IMMOBILIER INSCRIT AU RSAC";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"MANDATAIRE EN IMMOBILIER INSCRIT AU RSAC";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"MANIFESTATIONS CULTURELLES";"Retour déclarant";"9329Y";;;;"SUCCES_ECHO"
"Marchandiser en pharmacie,parapharmacie et commerce - Marchandeur en pharmacie parapharmacie et commerces";"7311Y";"4773Y";"4773Y";;;"SUCCES_ECHO"
"Massage bien être et soins esthétiques";"9623Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"Massages KOBIDO";"9622Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"MASSEUR KINE";"8695Y";"8699Y";"9623Y";1;;"SUCCES_ECHO"
"MASSEUR KINE";"8695Y";"8699Y";"9623Y";;;"SUCCES_ECHO"
"MASSEUR KINE EN COLLABORATION";"8694Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINE EN COLLABORATION";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINE REMPLACANT";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINE REMPLACANT";"RAS";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESI";"8695Y";"8699Y";"9623Y";1;;"SUCCES_ECHO"
"MASSEUR KINESI";"8695Y";"8699Y";"9623Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"RAS";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE ASSISTANT";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE ASSISTANT";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE ASSISTANTE";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE ASSISTANTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE INSTALLE";"8694Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE INSTALLE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";;"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";;"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERALE";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERALE";"86.95Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERALE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE LIBERALE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE OSTEOPATHE";"8695Y";"8696Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE OSTEOPATHE";"8695Y";"8696Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANT";"8695Y";"8695Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANT";;"8695Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANT";"8695Y";"8695Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANT";"RAS";"8695Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANTE";"8695Y";"8695Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTE REMPLACANTE";"RAS";"8695Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTHE";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR KINESITHERAPEUTHE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE";"8695Y (physiothérapie)";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE LIBERAL";"8695Y";"8699Y";"8695Y";;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE REMPLACANT";"8695Y";"8695Y";"8695Y";1;;"SUCCES_ECHO"
"MASSEUR-KINESITHERAPEUTE REMPLACANT";"RAS";"8695Y";"8695Y";;;"SUCCES_ECHO"
"MASSO-KINESITHERAPIE";"8695Y";"8695Y";"8695Y";1;;"SUCCES_ECHO"
"MASSO-KINESITHERAPIE";"RAS";"8695Y";"8695Y";;;"SUCCES_ECHO"
"MECANIQUE GENERALE";"NC";"9531G";"9531G";;;"SUCCES_ECHO"
"MECANGENERALEIQUE ";"3312Y";"9531G";"9531G";;;"SUCCES_ECHO"
"MECANIQUE GENERALE";"2553Y";"9531G";"9531G";;;"SUCCES_ECHO"
"MECANIQUE GENERALE";"2553Y";"9531G";"9531G";;;"SUCCES_ECHO"
"Mécanique générale entretien réparation compresseur d'air  fourniture industrielle";"3312Y";"9531G";"9531G";;;"SUCCES_ECHO"
"MEDECIN";"8621Y";"8621Y";"8621Y";1;;"SUCCES_ECHO"
"MEDECIN";"/";"8621Y";"8621Y";;;"SUCCES_ECHO"
"MEDECIN";"8621Y";"8621Y";"8621Y";;;"SUCCES_ECHO"
"MEDECIN";"8621Y";"8621Y";"8621Y";;;"SUCCES_ECHO"
"MEDECIN REMPLACANT";"8621Y";"8621Y";"8621Y";;;"SUCCES_ECHO"
"MEDECIN REMPLACANT";;"8621Y";"8621Y";;;"SUCCES_ECHO"
"MEDECIN SPECIALISTE SECTEUR 1";"8621Y";"8622Y";"8622Y";;;"SUCCES_ECHO"
"MEDECIN SPECIALISTE SECTEUR 1";"8622Y";"8622Y";"8622Y";;;"SUCCES_ECHO"
"MEDECIN SPECIALISTE SECTEUR 2";"8622Y";"8622Y";"8622Y";1;;"SUCCES_ECHO"
"MEDECIN SPECIALISTE SECTEUR 2";"8622Y";"8622Y";"8622Y";;;"SUCCES_ECHO"
"MEDIUM";"9699H";"9699H";"9699H";;;"SUCCES_ECHO"
"MEDIUM";"9699Y";"9699H";"9699H";;;"SUCCES_ECHO"
"Mettre à disposition d'une clientèle une voiture avec chauffeur, le trajet et les conditions tarifaires étant fixées avant la course.";"4932H";"4933G";"9319Y";;;"SUCCES_ECHO"
"MONITEUR D'EQUITATION";"8551Y";"8551Y";"8553Y";1;;"SUCCES_ECHO"
"MONITEUR D'EQUITATION";"/";"8551Y";"8553Y";;;"SUCCES_ECHO"
"MONITEUR D'EQUITATION SANS FOURNITURE DE CAVALERIE NI D'INSTALLATION EQUESTRE";"8550Y";"8551Y";"0162Y";;;"SUCCES_ECHO"
"MONITEUR D'EQUITATION SANS FOURNITURE DE CAVALERIE NI D'INSTALLATION EQUESTRE";"8551Y";"8551Y";"0162Y";;;"SUCCES_ECHO"
"MONITEUR DE SKI";"8551Y";"8551Y";"8553Y";1;;"SUCCES_ECHO"
"MONITEUR DE SKI";"8551Y";"8551Y";"8553Y";;;"SUCCES_ECHO"
"MONITRICE DE PORTAGE PHYSIOLOGIQUE DE BEBES";"9699H";"9699H";"8559H";;;"SUCCES_ECHO"
"MONITRICE DE PORTAGE PHYSIOLOGIQUE DE BEBES";"/";"9699H";"8559H";;;"SUCCES_ECHO"
"MONTEUR VIDEO";"5911Y";"5912Y";"5912Y";;;"SUCCES_ECHO"
"MONTEUR VIDEO";"5912Y";"5912Y";"5912Y";;;"SUCCES_ECHO"
"MULTI SERVICE";"Problématique";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTI SERVICE";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTI SERVICES";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTI SERVICES";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTI-SERVICES";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTI-SERVICES";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTISERVICE";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTISERVICE";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTISERVICES";"NC";"9691Y";"8121Y";;;"SUCCES_ECHO"
"MULTISERVICES";"9691Y";"9691Y";"8121Y";;;"SUCCES_ECHO"
"Négociant, distributeur, commissionnaire en produits phytosanitaires, semences et tous autres produits et matériels nécessaires à l'agriculture et aux espaces verts";"4776Y";"4621Y";"4619H";;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"6831Y";"6831Y";"6831Y";1;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"/";"6831Y";"6831Y";;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"6830Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"NEGOCIATEUR IMMOBILIER INDEPENDANT";"6831Y";"6831Y";"6831Y";;;"SUCCES_ECHO"
"NETTOYAGE DE CHANTIER";"8122Y";"8122Y";"8122Y";1;;"SUCCES_ECHO"
"NETTOYAGE DE CHANTIER";"/";"8122Y";"8122Y";;;"SUCCES_ECHO"
"Nettoyage des extérieurs d'une maison à la vapeur basse pression.";"8122Y";;"9531G";1;;"ERREUR_HTTP_200"
"nettoyage des toitures et des façades";"8122Y";"4341H";"4341H";1;;"SUCCES_ECHO"
"NETTOYAGE EXTERIEUR DE BATIMENTS";"8122Y";"8121Y";"8121Y";1;;"SUCCES_ECHO"
"Notre entreprise se spécialise dans l'acquisition, la remise en état et la revente en ligne de produits retournés ou non livrés initialement";"4712H";"4791Y";;;;"SUCCES_ECHO"
"Organisation d'événements (production musicale, animation live, services...)";"9039H";"9329Y";;;;"SUCCES_ECHO"
"ORGANISATION D'EVENEMENTS EN TOUT GENRE";"9699H";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISATION D'EVENEMENTS EN TOUT GENRE";"9329Y";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISATION D'EVENEMENTS EN TOUT GENRE";"9699H";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISATION D'EVENEMENTS EN TOUT GENRE";"8230Y";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISATION D’EVENEMENTS MUSICAUX ET FESTIFS TYPE SOIREES, FESTIVALS ET CONCERTS";"9020Y";"9329Y";"9329Y";;;"SUCCES_ECHO"
"ORGANISATION DE CARNAVAL CULTUREL";"9499Y";"9329Y";"8552Y";;;"SUCCES_ECHO"
"ORGANISATION, PROMOTION, GESTION DE CONGRES, CONFERENCES";"8230Y";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISATION, PROMOTION, GESTION DE CONGRES, CONFERENCES";"8230Y";"8230Y";"8230Y";;;"SUCCES_ECHO"
"ORGANISER DES VENTES DE LIVRES";"4761Y";"5811Y";"5811Y";;;"SUCCES_ECHO"
"ORTHOPHONISTE LIBERALE";"8610Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"ORTHOPHONISTE LIBERALE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"ORTHOPHONISTE REMPLACANTE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"ORTHOPHONISTE REMPLACANTE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PALEFRENIER - SOIGNEUR";"9699G";"9699G";"0162Y";;;"SUCCES_ECHO"
"PALEFRENIER - SOIGNEUR";"0162Y";"9699G";"0162Y";;;"SUCCES_ECHO"
"PALEFRENIER SOIGNEUR";;"9699G";"0162Y";;;"SUCCES_ECHO"
"PALEFRENIER SOIGNEUR";"9699G";"9699G";"0162Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";1;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"9622Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"RAS";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE REMPLACANT";"8699Y";"8699Y";"8699Y";1;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE REMPLACANT";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE REMPLACANTE";"8699Y";"8699Y";"8699Y";1;;"SUCCES_ECHO"
"PEDICURE PODOLOGUE REMPLACANTE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"9699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"9622Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURE-PODOLOGUE";"8699Y";"8696Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURIE PODOLOGIE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURIE PODOLOGIE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURIE PODOLOGIE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"PEDICURIE PODOLOGIE";"8699Y";"8699Y";"8699Y";;;"SUCCES_ECHO"
"Personnalisation d'articles, Décoration générale";;"1812Y";"9531G";;;"SUCCES_ECHO"
"Petit bricolage";"8110Y";"9529H";"8121Y";;;"SUCCES_ECHO"
"PETIT BRICOLAGE";"8121Y";"9529H";"8121Y";;;"SUCCES_ECHO"
"petit travaux de rénovation bâtiment";"8121Y";"4335Y";"4335Y";;;"SUCCES_ECHO"
"Petits travaux, réparation et installation de meubles";"9524Y";"9524Y";"9524Y";;;"SUCCES_ECHO"
"PHOTOVOLTAIQUE";"3512Y";"4321G";"4321G";1;;"SUCCES_ECHO"
"PHOTOVOLTAIQUE";"RAS";"4321G";"4321G";;;"SUCCES_ECHO"
"Photovoltaïque";"3511Y";"4321G";"4321G";;;"SUCCES_ECHO"
"Physiothérapeute pour animaux, masseur-kinésithérapeute pour animaux";;"8699Y";"8695Y";1;;"SUCCES_ECHO"
"Plomberie, multiservices, le jardinage, homme tout main.";"8110Y";"4322G";"4322G";;;"SUCCES_ECHO"
"PODOLOGUE";"8699Y";"8696Y";;1;;"SUCCES_ECHO"
"PODOLOGUE";"8699Y";"8696Y";;;;"SUCCES_ECHO"
"POLYCULTURE";"NC";"0111Y";;;;"SUCCES_ECHO"
"POLYCULTURE";"0119Y";"0111Y";;;;"SUCCES_ECHO"
"POSE D'ENDUITS";"4331Y";"4331Y";"4331Y";;;"SUCCES_ECHO"
"POSE D'ENDUITS";"4331Y";"4331Y";"4331Y";;;"SUCCES_ECHO"
"Pose de serrures";;"4333Y";"4332H";;;"SUCCES_ECHO"
"poseur de menuiserie aluminium miroiterie decoupe de verres";"4332G";"4334H";"4332G";;;"SUCCES_ECHO"
"poseur de menuiserie aluminium miroiterie decoupe de verres";"4332G";"4334H";"4332G";;;"SUCCES_ECHO"
"POSTE ET DE COURRIER";"5310Y";"5320H";"5320G";;;"SUCCES_ECHO"
"POSTE ET DE COURRIER";"5320G";"5320H";"5320G";;;"SUCCES_ECHO"
"POTERIE";;"9329Y";;;;"SUCCES_ECHO"
"POTERIE";"2341Y";"9329Y";;;;"SUCCES_ECHO"
"PRATICIEN BIEN-ETRE";"9623Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN BIEN-ETRE";"86.96Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN BIEN-ETRE";"NC";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN BIEN-ETRE";"RAS";"9623Y";"9623Y";;;"SUCCES_ECHO"
"Praticien de santé ayurvédique";;"8696Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN EN MODELAGE BIEN-ETRE";"9623Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN EN MODELAGE BIEN-ETRE";"9623Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN EN MODELAGE BIEN-ETRE";"9622Y";"9623Y";"9623Y";;;"SUCCES_ECHO"
"PRATICIEN EN MODELAGE BIEN-ETRE";;"9623Y";"9623Y";;;"SUCCES_ECHO"
"Praticienne en soin d'hydrothérapie";"8699Y";"8696Y";"9623Y";;;"SUCCES_ECHO"
"Pratique de massage et de digi-pression sur le corps de chevaux";"9699G";"9623Y";"9623Y";1;;"SUCCES_ECHO"
"Pré-entrainement Travail Soins aux chevaux";"9319Y";"0162Y";"0162Y";;;"SUCCES_ECHO"
"PREPARATION DE PLATS CUISINES A EMPORTER";"5611J";"5612Y";"5611J";1;;"SUCCES_ECHO"
"PREPARATION DE PLATS CUISINES A EMPORTER";"5611J";"5612Y";"5611J";;;"SUCCES_ECHO"
"PRESTATAIRE DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATAIRE DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICE";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICES";"Problématique";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICES";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICES";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATION DE SERVICES";"8299Y";"8240Y";"9640Y";;;"SUCCES_ECHO"
"Prestation de services d'entretien de vitres particuliers et professionnels";"8122Y";"9691Y";"9531G";;;"SUCCES_ECHO"
"Prestation de services d'entretien de vitres particuliers et professionnels";"8122Y";"9691Y";"9531G";;;"SUCCES_ECHO"
"Prestation de services de mise en rayon";"8299Y";"4360Y";"7311Y";;;"SUCCES_ECHO"
"Prestation de services en analyse de données (Data Science / Informatique / Statistique) - réalisation d'études, développement de code, activités de recherche...";"6310Y";"6310Y";"7320Y";1;;"SUCCES_ECHO"
"Prestation de services techniques audiovisuels, événementiels et culturels";"9039H";"9039H";"5912Y";;;"SUCCES_ECHO"
"PRESTATIONS DE PETITS BRICOLAGES DITES HOMME TOUTES MAINS";"8110Y";"9529H";"8121Y";;;"SUCCES_ECHO"
"PRESTATIONS DE PETITS BRICOLAGES DITES HOMME TOUTES MAINS";"8110Y";"9529H";"8121Y";;;"SUCCES_ECHO"
"PRESTATIONS DE SERVICES";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"PRESTATIONS DE SERVICES";"NC";"8240Y";"9640Y";;;"SUCCES_ECHO"
"Prestations de services en gestion administrative";;"8210Y";"8210Y";;;"SUCCES_ECHO"
"PREVENTION ET LUTTE CONTRE LES VIOLENCES DE GENRE, SEXISTES ET SEXUELLES";"8899H";"8899H";"8899H";;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3511Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D ELECTRICITE NON PROFESSIONNEL";"3511Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"/";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"NC";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR D'ELECTRICITE NON PROFESSIONNEL";"3511Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"/";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"NC";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"NC";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"3511Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"3511Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL 3511Z";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTEUR ELECTRICITE NON PROFESSIONNEL 3511Z";"/";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTION AGRICOLE";"Retour déclarant";"0150Y";;;;"SUCCES_ECHO"
"PRODUCTION AUDIOVISUELLE";"5911G";"5911G";"5911G";1;;"SUCCES_ECHO"
"PRODUCTION AUDIOVISUELLE";"NC";"5911G";"5911G";;;"SUCCES_ECHO"
"PRODUCTION AUDIOVISUELLE";"5911G";"5911G";"5911G";;;"SUCCES_ECHO"
"PRODUCTION AUDIOVISUELLE";"5911G";"5911G";"5911G";;;"SUCCES_ECHO"
"PRODUCTION D'ELECTRICITE NON PROFESSIONNELLE";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"PRODUCTION D'ELECTRICITE NON PROFESSIONNELLE";"3512Y";"3512Y";;;;"SUCCES_ECHO"
"Production et diffusion de vidéos sur les réseaux sociaux. Les revenus proviennent principalement des publicités diffusées sur ces plateformes, notamment via le Programme Partenaire YouTube et d'autres systèmes de monétisation des réseaux sociaux.";"5911H";"5911G";"5813Y";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE CLIPS VIDEO";"5911H";"5911H";"5911H";1;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE CLIPS VIDEO";"/";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE CLIPS VIDEO";;"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE CLIPS VIDEO";"5911H";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS D'ENTREPRISES";"5911H";"5911H";"5911H";1;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS D'ENTREPRISES";"/";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS D'ENTREPRISES";"5911H";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS D'ENTREPRISES";"5911H";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS PUBLICITAIRES";"5911H";"5911H";"5911H";;;"SUCCES_ECHO"
"PRODUCTION ET REALISATION DE FILMS PUBLICITAIRES";"5911H";"5911H";"5911H";;;"SUCCES_ECHO"
"PROFESSEUR DE MUSIQUE";;"8552Y";"8552Y";;;"SUCCES_ECHO"
